1368924303,991,1,1,0,
1368924703,991,1,S,110651,
1368924823,991,1,S,131608,
1368924848,991,1,S,131698,
1368924914,991,1,G,131698,
1368924929,991,1,S,110651,
1368925234,1,1,S,200695,
1368925284,2,1,S,210733,
1368925319,1,1,G,213748,
1368925344,3,1,S,220548,
1368925389,2,1,G,224296,
1368925424,4,1,S,230729,
1368925479,3,1,G,235688,
1368925489,5,1,S,240685,
1368925509,4,1,G,244301,
1368925594,5,1,G,255954,
1368925615,7,1,S,260592,
1368925655,8,1,S,270670,
1368925715,9,1,S,280723,
1368925725,7,1,G,281775,
1368925765,10,1,S,290692,
1368925790,8,1,G,292134,
1368925865,9,1,G,301798,
1368925885,12,1,S,310549,
1368926030,10,1,G,331724,
1368926050,12,1,G,334374,
1368926065,13,1,S,340642,
1368926120,12,1,G,334378,
1368926130,14,1,S,350701,
1368926185,13,1,G,354748,
1368926205,15,1,S,360763,
1368926251,16,1,S,370607,
1368926281,14,1,G,372600,
1368926301,15,1,G,375057,
1368926376,16,1,G,385815,
1368926666,1,1,1,0,
1368926666,1,1,2,0,
1368926666,1,1,3,0,
1368926676,2,1,1,0,
1368926676,2,1,2,0,
1368926676,2,1,3,0,
1368926681,3,1,1,0,
1368926681,3,1,2,0,
1368926681,3,1,3,0,
1368926691,5,1,1,0,
1368926691,5,1,2,0,
1368926691,5,1,3,0,
1368926696,7,1,1,0,
1368926696,7,1,2,0,
1368926696,7,1,3,0,
1368926701,8,1,1,0,
1368926701,8,1,2,0,
1368926701,8,1,3,2,
1368926711,9,1,1,0,
1368926711,9,1,2,0,
1368926711,9,1,3,0,
1368926716,10,1,1,0,
1368926716,10,1,2,0,
1368926716,10,1,3,0,
1368926736,12,1,1,0,
1368926736,12,1,2,0,
1368926736,12,1,3,0,
1368926741,13,1,1,0,
1368926741,13,1,2,0,
1368926741,13,1,3,0,
1368926746,14,1,1,0,
1368926746,14,1,2,0,
1368926746,14,1,3,0,
1368926751,15,1,1,0,
1368926751,15,1,2,0,
1368926751,15,1,3,0,
1368926756,16,1,1,0,
1368926756,16,1,2,0,
1368926756,16,1,3,0,
1368926786,1,1,4,0,
1368926786,1,1,5,0,
1368926786,1,1,6,0,
1368926792,2,1,4,0,
1368926792,2,1,5,0,
1368926792,2,1,6,0,
1368926807,7,1,4,0,
1368926807,7,1,5,0,
1368926807,7,1,6,0,
1368926812,8,1,4,0,
1368926812,8,1,5,0,
1368926812,8,1,6,0,
1368926822,9,1,4,0,
1368926822,9,1,5,0,
1368926822,9,1,6,0,
1368926827,10,1,4,0,
1368926827,10,1,5,0,
1368926827,10,1,6,0,
1368926852,12,1,4,0,
1368926852,12,1,5,0,
1368926852,12,1,6,2,
1368926862,13,1,4,0,
1368926862,13,1,5,0,
1368926862,13,1,6,0,
1368926867,14,1,4,0,
1368926867,14,1,5,0,
1368926867,14,1,6,0,
1368926872,15,1,4,0,
1368926872,15,1,5,0,
1368926872,15,1,6,0,
1368926877,16,1,4,0,
1368926877,16,1,5,0,
1368926877,16,1,6,0,
1368926902,1,1,7,0,
1368926902,1,1,8,0,
1368926902,1,1,9,0,
1368926917,2,1,7,0,
1368926917,2,1,8,0,
1368926917,2,1,9,0,
1368926922,3,1,7,0,
1368926922,3,1,8,0,
1368926922,3,1,9,0,
1368926927,4,1,7,0,
1368926927,4,1,8,0,
1368926927,4,1,9,0,
1368926932,5,1,7,0,
1368926932,5,1,8,0,
1368926932,5,1,9,0,
1368926937,7,1,7,0,
1368926937,7,1,8,0,
1368926937,7,1,9,0,
1368926947,8,1,7,0,
1368926947,8,1,8,50,
1368926947,8,1,9,0,
1368926957,9,1,7,0,
1368926957,9,1,8,2,
1368926957,9,1,9,0,
1368926962,10,1,7,0,
1368926962,10,1,8,0,
1368926962,10,1,9,0,
1368926977,12,1,7,0,
1368926977,12,1,8,0,
1368926977,12,1,9,2,
1368926982,13,1,7,0,
1368926982,13,1,8,2,
